Timestamp,,Artist?,Album Name?,"Version Number? (This is usually needed to catalog, but it's difficult to find sometimes so don't worry too much.)","Is the CD case broken (breaks in half, CD won't stay in place, etc.)?","If you know the label number but the CD case itself is missing, please fill in ""N/A"" for the required questions and select this as an option.",Anything else you’d like to add or mention?,Rateyourmusic.com ?,Other:
9/19/2023 14:54:29,10539,Calypso King & The Soul Investigators,Soul Strike,SFCD-001,No,,,,
9/19/2023 14:58:59,10540,V/A,Dublab Presents: Freeways,EMN-7039,No,,,,
9/19/2023 14:59:53,10541,V/A,Vital 2Step,63881-27097-2,No,,,,
9/20/2023 15:25:50,10542,FREE RADICALS,OUR LADY OF ETERNAL SUNNY DELIGHTS,RWE010,No,,,,
9/20/2023 15:26:44,10543,Mason Jennings,Birds Flying Away,,No,,,,
9/20/2023 15:42:14,10544,Heidi Berry,Pomegranate -- an Anthology,GAD 2K10,No,,,,
9/20/2023 15:43:37,10545,Die Sterne,Stell die Verbindungen Her,491816-2,No,,,,
9/20/2023 15:44:47,10546,Split Lib Rayfield,Never Make it Home,BS 068,No,,,,
9/20/2023 15:45:31,10547,Doo Rag,Chunked and Muddled,,No,,,,
9/20/2023 15:46:05,10549,Rammstein,Mutter,314 549 639-2,No,,,,
9/20/2023 15:46:43,10550,Kristin Hersh,Hips and Makers,9 45413-2,No,,,,
9/20/2023 16:20:45,10551,The Smiths,Singles,9 45932-2,No,,,,
9/20/2023 15:48:06,10552,The Smiths,The Queen is Dead,9 25426-2,No,,,,
9/20/2023 15:48:34,10553,Pussycat Trash,The Brat Years: 1992-1995,tmu 048,No,,,,
9/20/2023 15:49:17,10554,Amy Ray and the Butchies,Live in San Francisco,,No,,,,
9/20/2023 15:52:44,10555,Old Time Relijun,Witchcraft ,,No,,,,
9/20/2023 15:57:15,10556,V/A,If Were A Carpenter,31454 0258 2,No,,,,
9/20/2023 16:02:02,10558,Rose Rolenzani,Rose Rolenzani,,No,,,,
9/20/2023 16:03:17,10559,Mr. Wright,"Hello, Is Anyone Out There",HRH-022,No,,,,
9/20/2023 16:04:40,10560,The Busy Signals,Pretend Hits,6 15493 00222 8,No,,,,
9/20/2023 16:06:19,10561,A girl called eddy,"""tears all over town""",HRH-021,No,,,,
9/20/2023 16:08:59,10562,Robert Miles,Organik,,Yes,,,,
9/20/2023 16:10:25,10563,Justin Robertson,Imprint #1,DISNCD68,No,,,,
9/20/2023 16:10:48,10564,Erick Morillo,Subliminal Sessions One,CD 02,No,,,,
9/20/2023 16:11:55,10565,No Motiv,Diagram For Healing,VR355,No,,,,
9/20/2023 16:12:32,10566,Shantel,Greatdelay,!K7,No,,,,
9/20/2023 16:13:25,10568,GATHERING OF SOULS,NEITHER MOTH NOR RUST CORRUPTS,,No,,,,
9/20/2023 16:13:53,10569,Sofa Surfers,Cargo,klcd018,No,,,,
9/20/2023 16:15:14,10570,Spring Heel Jack,The Blue Series Continuum: Masses,THI 570103.2,No,,,,
9/20/2023 16:15:43,10571,Plaid,Double Figure,WARPCD84,No,,,,
9/20/2023 16:17:39,10572,Mission,One,IUR9011-2,No,,Missing CD,,
9/20/2023 16:18:48,10572,Crush Kill Destroy,Punctuate Our Phrases,mkr22,No,,,,
9/20/2023 16:18:02,10573,Herman Dune,They go to the Woods,SHR 121,No,,,,
9/20/2023 16:19:53,10575,The Multiple Cat,The golden apple hits,PCR-002,No,,,,
9/20/2023 16:20:20,10576,Weights & Measures,"Tonight, the Lower Abdominals",MA0010,No,,,,
9/20/2023 16:21:09,10577,1945,Autumn Leaves,DAM 19031,No,,,,
9/20/2023 16:21:35,10578,The Philistines Jr.,Analog vs. Digital,TQ-022,No,,,,
9/20/2023 16:22:06,10579,John Vanderslice,Time Travel is Lonely,bark17,No,,,,
9/20/2023 16:23:20,10580,Planes Mistaken for Stars,fuck with the fire,noidea 113,No,,,,
9/20/2023 16:24:55,10581,The Battles ,Lycanthropy,,No,,,,
9/20/2023 16:26:40,10582,Built to Spill,Ancient Melodies of the Future,9 47954-2,Yes,,Promo CD!,,
9/20/2023 16:27:34,10583,Preston School of Industry,Goodbye to the Edge City,ag-12,No,,,,
9/20/2023 16:28:10,10584,Captain Audio,Luxury or Whether it is Better to be Loved than Feared,,No,,,,
9/20/2023 16:28:33,10585,Firewater,Psychopharmacology,TWA37CD,No,,,,
9/20/2023 16:29:37,10586,Cursive,Burst and Bloom,LBJ-35,No,,,,
9/20/2023 16:32:00,10587,Twilight Circus Dub Sound System,Volcanic Dub,M records CD 200,No,,,,
9/20/2023 16:32:41,10589,Spiritualized,Ladies and Gentlemen we are Floating in Space,ARCD 8974,No,,,,
9/20/2023 16:33:15,10590,Merle Haggard,If I Only Could Fly,86593-2,No,,,,
9/20/2023 16:36:30,10591,Komeda,Pop på Svenska ,NONSCD04,No,,,,
9/20/2023 16:36:59,10592,Muddy Waters,They Call Me Muddy Waters,CHD-9299,No,,,,
9/20/2023 16:29:07,10593,The White Stripes,De Stijl,SFTRI 609,No,,,,
9/20/2023 16:38:20,10594,The Bionaut,Lubricate your Living Room,Ole 524-2,No,,,,
9/20/2023 16:41:14,10595,V/A,Traveler '01,657036 1046-2,No,,,,
9/20/2023 16:43:18,10596,Q-Burns Abstract Message,Invisible Airline,ASW 10477 7243 8 10477 2 9,No,,,,
9/20/2023 16:45:51,10597,Black Rebel Motorcycle Club,Black Rebel Motorcycle Club,7243 8 10045 2 4,Yes,,,,
9/22/2023 15:25:06,10598,Hissyfits,Letters from Frank,TQR&R 006,No,,,,
9/22/2023 15:28:19,10599,Squarepusher,Go Plastic,10599,No,,,,
9/22/2023 15:28:56,10600,Simon Joyner,Hotel Lives,alp318 / truck18,No,,,,
9/22/2023 15:32:13,10601,Prefuse 73,Vocal Studies + Uprock Narratives,,No,,,,
9/22/2023 15:33:53,10602,The Beta Band,Hot Shots II,ASW10446-2 7243 8 10446 2 9,No,,,,
9/22/2023 15:36:13,10603,The Panoply Academy Legionnaires,No Dead Time,SC39,No,,,,
9/22/2023 15:40:07,10604,Color Filter,LandScape,puppy 14,No,,,,
9/22/2023 15:40:52,10605,Chitlin' Fooks,Chitlin' Fooks,AHA!025,No,,,,
9/22/2023 15:41:31,10606,The Siddeleys,Sum Clearance,,No,,,,
9/22/2023 15:42:03,10607,The Afrosheens,Welcome to my Wonderful Show,AAJ116,No,,,,
9/22/2023 15:44:58,10608,Appliance,Imperial Metric ,9157-2,No,,,,
9/22/2023 15:45:26,10609,Flashing Red Airplane,My Life as a Frog,matchpale records 008,No,,,,
9/22/2023 15:54:38,10610,Edith Frost,Wonder Wonder,DC209CD,No,,,,
9/22/2023 15:55:00,10611,Tune in Tokyo,Make Me Eternal,BSO14,No,,,,
9/22/2023 15:57:04,10612,Rondelles,Shined Nickels and Loose Change,KLP127CD,No,,,,
9/22/2023 15:57:59,10613,Migala,Arde,spcd 567,No,,,,
9/22/2023 16:00:24,10614,Galaxie 500,On Fire,RCD 10357,No,,,,
9/22/2023 16:01:02,10615,Film School,Brilliant Career,MT-5,No,,,,
9/22/2023 16:02:00,10616,Herbert,Bodily Functions,!K7097CD,No,,,,
9/22/2023 16:02:44,10617,Morphine,Good,RCD 10263,No,,,,
9/22/2023 16:04:38,10618,Mira,Apart,projekt114,No,,,,
9/22/2023 16:05:46,10619,Orbital,In Sides,697-124 087-2A,No,,,,
9/22/2023 16:06:32,10621,Peggy Lee,Bewitching Lee!,DZS-179,No,,,,
9/22/2023 16:09:59,10622,The Housemartins,The People Who Grinned Themselves to Death,9 60761-2,No,,,,
9/25/2023 16:04:59,10623,The Jesus and Mary Chain,Barbed Wire Kisses: B-Sides and More,9 25729-2,No,,,,
9/22/2023 16:13:12,10624,Oingo Boingo,Good for Your Soul,CD 3252,No,,,,
9/22/2023 16:16:21,10625,Samhain,November Fire Coming,EMA 6 1060-2,No,,,,
9/22/2023 16:17:32,10626,Eiffel,Audiblenarcotic,,No,,Handmade/burned copy from local band,,
9/22/2023 16:18:41,10627,The Blood Group,Everything Forgotten Gathers at the Ceiling,HRH-023,No,,Very cool partially clear CD,,
9/22/2023 17:28:41,10628,Saves the Day,Stay What You Are,VAGRANT 422 860 953-2,No,,,,
9/22/2023 17:29:21,10629,7000 Dying Rats,The Sound of No Hands Clapping,TOYO tm 33,Yes,,,,
9/22/2023 17:30:19,10630,Walker Kong,There Goes the Sun,MMR015,No,,,,
9/22/2023 17:35:04,10631,Khan,No Comprendo,OLE 497-2,No,,,,
9/22/2023 17:35:32,10632,Buelton,Avenue of the Flags,Fg06,No,,,,
9/22/2023 17:36:41,10633,KaitO,You've Seen Us You Must Have Seen Us,,No,,,,
9/22/2023 17:37:18,10634,V/A,Syrup and Gasoline V.2,REN006,No,,,,
9/22/2023 17:38:05,10635,Ruby,Altered & Proud (The Short-Staffed Remixes),THI 37106-2,No,,,,
9/22/2023 17:42:01,10636,Arco,Coming to Terms,pehr012,No,,,,
9/22/2023 17:42:39,10637,DJ Moves,A Day in the Life of Brian,,No,,Handmade/burned CD,,
9/22/2023 17:45:14,10638,Etienne de Crecy,Tempovision,63881-27102,No,,,,
9/22/2023 17:46:28,10639,Euphoria,Delirium Remixes,657036 5015-2,No,,,,
9/22/2023 17:47:12,10640,Natacha Atlas,The Remix Collection,MNTECD 1022,No,,,,
9/25/2023 15:56:24,10641,Esthero,Short of Breath,OSK 5270-2,No,,,,
9/25/2023 15:57:04,10642,Ruby,Short-Staffed at the Gene Pool,thi 57101.2,No,,,,
9/25/2023 15:57:57,10643,Bebel Gilberto,Sem Contenção Remixes,657036 5026-2,No,,,,
9/22/2023 17:48:08,10649,Morrissey,Kill Uncle,W2 26514,Yes,,,,
9/22/2023 17:46:31,10650,English Beat,Special Beat Service,CD-75069,No,,,,
9/22/2023 17:44:51,10651,Stereolab,Switched On,Slumberland 22,Yes,,,,
9/25/2023 15:58:30,10652,The Specials ,Singles Collection,F2 21823,Yes,,,,
9/25/2023 15:59:00,10653,English Beat,I Just Can't Stop It,31082-2,No,,,,
9/25/2023 15:59:33,10654,Echo and the Bunnymen,Songs to Learn and Sing,9 25360-2,No,,,,
9/25/2023 16:00:13,10655,Jumpin' Jack Frost,Fine Tuning Vol. One,DUNECD001,No,,,,
9/25/2023 16:00:44,10656,Alsace Lorraine,Through Small Windows,drl-115,No,,,,
9/25/2023 16:01:58,10657,Rebecca Gates,Ruby Series,brcd989,No,,,,
9/25/2023 16:02:26,10658,Stereolab,Sound-Dust,PRCD-1659-2,Yes,,,,
9/25/2023 16:03:00,10659,The Four Corners,Say You're a Scream,KC065,Yes,,,,
9/25/2023 16:03:31,10660,Mondo Grosso,MG4,500997-2,Yes,,,,
9/25/2023 16:04:16,10661,The Independents,Back from the Grave,,No,,,,
9/25/2023 16:05:33,10662,Minor Threat,Complete Discography,,No,,Handmade/burned CD,,
9/25/2023 16:06:55,10663,Hybrid,Remix & Additional Production By...,DISNCD67,No,,,,
9/25/2023 16:07:35,10664,Hyperjinx Tricycle,"The Songs of Jack Medicine, Daniel Johnston, and Ron English",SSS9060,No,,,,
9/25/2023 16:09:50,10666,Basement Jaxx,Rooty,ASW10423-2 7243 810423 2 8,No,,,,
9/25/2023 16:10:48,10667,Crispus Attucks,Red Black Blood Attack,Soda Jerk Records - 016,Yes,,,,
9/25/2023 16:11:32,10668,The Faint,Danse Macabre CD/LP,lbj-37,No,,,,
9/25/2023 16:11:55,10669,Superchunk,Late-Century Dream EP,MRG198,No,,,,
9/25/2023 16:15:51,10670,Jucifer,The Lambs EP, 945-000-2,No,,,,
9/25/2023 16:16:18,10671,The Clean,Getaway,MRG188,No,,,,
9/25/2023 16:16:49,10672,Grant-Lee Phillips,Mobilize,01143-1021-2,No,,,,
9/25/2023 16:17:12,10673,Pram,Somniloquy,MRG194,No,,,,
9/25/2023 16:17:41,10674,Shannon Wright,Dyed in the Wool,QS72cd,Yes,,,,
9/25/2023 16:18:26,10675,The Wolfgang Press,Everything is Beautiful (a Retrospective 1983-1995),GAD 2104 CD,No,,,,
9/25/2023 16:19:01,10676,His Name is Alive,Someday My Blues Will Cover The Earth,CAD 2101 CD,No,,,,
9/25/2023 16:19:22,10677,Stars as Eyes,Freedom Rock,MEOW 026,Yes,,,,
9/25/2023 16:20:01,10678,American Analog Set,Know By Heart,TS-018,No,,,,
9/25/2023 16:20:24,10680,Kolya,Kolya,CR037-2,No,,,,
9/25/2023 16:20:52,10681,V/A,Cosmic Funk,,No,,,,
9/25/2023 16:21:23,10682,Mystic,Cuts for Luck and Scars for Freedom,422860932 GVR2040-2,No,,,,
9/25/2023 16:22:01,10683,alfie,"""if you happy with you need do nothing.""",TNXLCDE 145,No,,,,
9/26/2023 14:25:33,10684,My Favorite,A Cult of One,DA018CD,No,,,,
9/26/2023 14:26:18,10685,The Poets of Rhythm,Discern / Define,QP 023-2,No,,,,
9/26/2023 14:26:51,10686,V/A,Space Jazz,QMG 5004-2,No,,,,
9/26/2023 14:59:33,10687,Dub Syndicate,Echomania,7 72764-2,No,,,,
9/26/2023 15:00:25,10688,Count Basic,The Peter Kruder/Richard Dorfmeister Remixes,SDW096-2,No,,,,
9/26/2023 15:00:59,10689,dZihan & Kamien,Smile,657036 5044-2,No,,,,
9/26/2023 15:01:29,10690,V/A,"Cafe del Mar, Vol.8",314 586 060-2,No,,,,
9/26/2023 15:02:03,10693,V/A,Samba Soul 70!,657036 1047-2,No,,,,
9/26/2023 15:02:58,10694,The Webb Brothers,Maroon,8573-83217-2,No,,,,
9/26/2023 15:03:46,10695,Kruder & Dorfmeister,Conversations: A K&D Selection,SDW051-2,No,,,,
9/26/2023 15:04:34,10696,Pernice Brothers,The World Won't End,ASHM004,No,,,,
9/27/2023 15:51:59,10697,Radio Birdman,The Essential (1974-1978),SPCD 553,No,,,,
9/27/2023 15:55:29,10698,Tight Bros From Way Back When,Lend You a Hand,BRS 370,No,,,,
9/27/2023 15:57:34,10699,The Moldy Peaches,The Moldy Peaches,06076 83200-2,No,,,,
9/27/2023 15:58:01,10700,V/A,This is Next Year,ARENA 00018-2,No,,,,
9/27/2023 16:05:48,10701,Pullman,Viewfinder,THRILL 090,No,,,,
9/27/2023 16:06:24,10702,Clogs,Thom's Night Out,hwy-002,No,,,,
9/27/2023 16:09:49,10703,Lupine Howl,The Carnivorous Lunar Activities of...,BBQCD  219,No,,,,
9/27/2023 16:30:50,10704,V/A,The Funky Precedent V.2,OLE 481-2,Yes,,,,
9/27/2023 16:31:21,10706,Rilo Kiley,Take-Offs and Landings,bark19,No,,,,
9/27/2023 16:32:16,10707,Beulah,The Coast is Never Clear,943-000-2,No,,,,
9/27/2023 16:35:00,10708,The Witches,Universal Mall,FOR 1001,No,,,,
9/27/2023 16:37:02,10709,V/A,Sundays (Vol.1),NUDECD002,No,,,,
9/27/2023 16:38:18,10710,Thelema,The Murder City Devils,,No,,,,
9/27/2023 16:39:25,10711,Detroit Grand Pubahs,Funk All Y'All,01241-41755-2,No,,,,
9/27/2023 16:40:19,10713,The Bar-Kays,Money Talks,,No,Missing,Handmade/burned CD,,
9/27/2023 16:43:49,10714,JD & The Evil's Dynamite Band,Explodes Across the Nation,SFCD022,No,,,,
9/27/2023 16:45:00,10715,Bootsy Collins,Back in the Day,,Yes,,Handmade/burned CD,,
9/27/2023 16:45:34,10716,The Isley Brothers,Go For Your Guns,,No,,,,
9/27/2023 16:46:08,10717,Holly Golightly,Singles Round-Up,DAMGOOD 190-CD,No,,,,
9/27/2023 16:46:42,10718,Twin Atlas,Kitchen U.S.A.,tpz-14,No,,,,
9/27/2023 16:47:22,10719,Uberzone,Faith in the Future,7.24381E+11,No,,,,
9/27/2023 16:48:08,10720,Moviola,Rumors of the Faithful,SO25,No,,,,
9/27/2023 16:50:01,10721,Black Box Recorder,The Worst of Black Box Recorder,TWA40CD,No,,,,
9/27/2023 16:50:42,10722,Chao,Hits the Miss,,No,,,,
9/27/2023 16:51:33,10723,Dhol Foundation,Big Drum: Small World,7248-10588-2-4,No,,,,
9/27/2023 16:52:32,10724,Slipslide,Four Day Weekend,matinee 023,No,,,,
10/3/2023 14:53:46,10725,Churchbuilder,Patty Darling,life 032,No,,,,
10/3/2023 14:54:14,10726,Faithless,Outrospective,,No,,Handmade/burned,,
10/3/2023 14:55:13,10727,Karsh Kale,Realize ,657036 1051-2,No,,,,
10/3/2023 14:55:43,10729,Keith Jarrett,At the Deer Head Inn, ECM 1531,No,,,,
10/3/2023 14:56:23,10730,Dusko Goykovich,Soul Connection,LC 3126,No,,,,
10/3/2023 14:56:43,10731,Herbie Nichols,Trio,TOCJ-1519,No,,,,
10/3/2023 14:57:57,10734,Bjork,Vespertine,62653-2,No,,,,
10/3/2023 14:58:42,10735,V/A,Electro Lounge V.2,72435-33673-2-9,No,,,,
10/3/2023 15:00:58,10736,Club 8,Club 8,AHA!024,No,,,,
10/3/2023 14:59:27,10737,Dead Kennedys,Mutiny on the Bay/Live from the San Francisco Bay Area,MFO 42905,No,,,,
10/4/2023 15:54:49,10738,Fantomas,The Director's Cut,,Yes,,,,
10/4/2023 15:55:41,10739,Black Cat Music,"Hands in the Estuary, Torso in the Lake",LK269CD,No,,,,
10/4/2023 15:56:32,10740,Owls,Owls,JT1059,No,,,,
10/4/2023 15:58:15,10741,V/A,Bombay 2: Electric Vindaloo,,No,,,,
10/4/2023 15:58:45,10742,The Merkin Dream,The Merkin Dream,SDW112-2,No,,,,
10/4/2023 16:17:41,10743,V/A,Coast II Coast,,No,,Promo CD,,
10/4/2023 16:18:07,10744,V/A,Hip-Hop Mix #1,,No,,Handmade compilation CD,,
10/4/2023 16:18:35,10745,Oddjobs,Absorbing Playtime EP,,No,,Handmade/burned CD,,
10/4/2023 16:19:07,10746,The Push Kings,Feel No Fade,HRH-028,No,,,,
10/4/2023 16:20:20,10747,Love as Laughter,Sea to Shining Sea,spcd 531,No,,,,
10/4/2023 16:21:07,10748,Arling & Cameron,We Are A&C,EMN 7043-2,No,,,,
10/4/2023 16:22:02,10749,"Son, Ambulance",Euphemystic,bj-36,No,,,,
10/4/2023 16:34:14,10751,The Sights,Are You Green,FOR 1002,No,,,,
10/4/2023 16:34:39,10752,Mink Lungs,The Better Button,ARE 019-2,No,,,,
10/4/2023 16:35:13,10753,Metrovavan,Retrofitting,DRL-118,No,,,,
10/4/2023 16:35:53,10754,V/A,Lush Life Electronica,QMG 5006-2,No,,,,
10/4/2023 16:36:31,10755,Hydroplane,The Sound of Changing Places,drive51,No,,,,
10/4/2023 16:36:54,10756,Red Level Eleven,Fort Seduction,,No,,,,
10/4/2023 16:37:41,10757,Sianspheric,The Sound of the Colour of the Sun,suncd072,No,,,,
10/4/2023 16:38:18,10758,Sparklehorse,It's A Wonderful Life,CDP 7243 5 34709 2 0,No,,,,
10/4/2023 16:38:57,10759,Tamaka,Sundown,OSM-CD-312,No,,,,
10/4/2023 16:39:31,10761,14 Iced Bears,In The Beginning,slr65cd,No,,,,
10/4/2023 16:41:01,10762,No Use for a Name,Live in a Dive,FAT622-2,No,,,,
10/4/2023 16:41:31,10763,The Lassie Foundation & Duraluxe,I Duel Sioux and the Ale of Saturn,,No,,,,
10/4/2023 16:42:07,10764,River City Rebels,"Playing to Live, Living to Play",VR162,No,,,,
10/4/2023 16:43:19,10765,Preston School of Industry,All This Sounds Gas,ole 520-2,No,,,,
10/4/2023 16:43:44,10766,Dealership,TV Highway to the Stars,KEIKI005,No,,,,
10/4/2023 16:44:12,10767,Bows,Cassidy,PURE 104CD,No,,,,
10/4/2023 16:44:36,10768,LU,LU,,No,,,,
10/4/2023 16:46:07,10769,Clinic,Internal Wrangler,WIGCD78P,No,,,,
10/4/2023 16:46:55,10770,Erase Errata,Other Animals,tmu 081,No,,,,
10/5/2023 12:09:24,10771,Simian,Chemistry is What We Are,ASW 1105/7243 811005 0 9,No,,,,
10/10/2023 10:25:42,10772,Margo Guryan,25 Demos,,No,,,,
10/10/2023 10:26:12,10773,Collette Carter,Collette Carter,tbtm022,No,,,,
10/10/2023 10:26:41,10774,The Dining Rooms,Numero Deux,GDRC605,Yes,,,,
10/10/2023 10:27:12,10775,Barcelona,Trans-human Revolution,pulCec 005,Yes,,,,
10/10/2023 10:27:40,10776,Tweaker,The Attraction to All Things Uncertain,657036 1055-2,No,,,,
10/10/2023 10:28:01,10777,Eyedea and Abilities,First Born,,No,,Handmade/burned CD,,
10/10/2023 10:28:22,10778,Fugu,Fugu1,mf-41,No,,,,
10/10/2023 10:28:45,10779,Sunset Valley,Icepond,bark20,No,,,,
10/10/2023 10:29:07,10780,The Ivory Coast,Clouds,PRC-042,No,,,,
10/10/2023 10:29:54,10781,Owen,Owen,PRC-043,No,,,,
10/10/2023 10:30:21,10782,Amor Belhom Duo,Wavelab,SAKi 029,No,,,,
10/10/2023 10:30:46,10783,The Handsome Family,Twilight,SAKI-027,No,,,,
10/10/2023 10:31:24,10784,V/A,Hip Hop Mix 2,,No,,Handmade/burned CD,,
10/10/2023 10:31:41,10785,Him.,New Features,bc-034,No,,,,
10/10/2023 10:33:13,10786,Roots Manuva,Run Come Save Me,BDCD032,No,,,,
10/10/2023 10:33:38,10787,Vue,Find Your Home,SPCD 551,Yes,,,,
10/10/2023 10:34:04,10788,Yesterday's New Quintet,Angles Without Edges,STH2042,No,,,,
10/10/2023 10:34:35,10789,Money Mark,Change is Coming,emn 7045-2,Yes,,,,
10/10/2023 10:35:03,10790,The Czars,The Ugly People vs The Beautiful People,,No,,,,
10/10/2023 10:35:32,10791,V/A,Cream of the Drop,ZM30003,No,,,,
10/10/2023 10:35:50,10792,Stars,The Comeback,HRH-024,No,,,,
10/10/2023 10:36:27,10793,The Best Friends Group,When Everyone's Around,MMR 016,No,,,,
10/10/2023 10:37:12,10794,Would-Be-Goods,Emmanuelle Beart,matinee 030,No,,,,
10/10/2023 10:37:36,10795,Moth Wranglers,Never Mind the Context,mag 0017,No,,,,
10/10/2023 10:38:13,10797,Sufjan Stevens,Enjoy Your Rabbit,akr003,No,,,,
10/10/2023 10:38:36,10799,Therapy?,Shameless,186 810 073 2,No,,,,
10/10/2023 10:40:54,10800,Circulatory System,Circulatory System,cld-001,No,,,,
10/10/2023 10:41:26,10801,Tim Eriksen,Tim Eriksen,APR CD 1053,No,,,,
10/10/2023 10:41:54,10802,Clive Holden,Trains of Winnipeg,NDR027 / CY009,Yes,,,,
10/10/2023 10:42:24,10803,Tiger Army,Tiger Army II: Power of Moonlight,80439-2,No,,,,
10/10/2023 10:42:59,10804,Rival Schools,United By Fate,314 548 936-2,No,,,,
10/10/2023 10:45:42,10805,Randy,The Human Atom Bombs,82019-2,No,,,,
10/10/2023 10:48:47,10806,Avey Tare and Panda Bear and Geologist,Danse Manatee,,No,,Paper CD with back cover torn off :(,,
10/10/2023 10:49:32,10807,Telefon Tel Aviv,Fahrenheit Fair Enough,HEFTY 35,Yes,,,,
10/10/2023 10:50:58,10808,Superchunk,Here's to Shutting Up,MRG201,Yes,,,,
10/10/2023 10:51:27,10809,The Charlatans UK,Wonderland,440 014 910-2,No,,,,
10/10/2023 10:52:02,10810,The Eyeliners,Sealed With a Kiss,PB-290/LK27CD,No,,,,
10/10/2023 10:52:57,10811,Laptop,The Old Me vs. The New Me,TMR005,No,,,,
10/10/2023 10:55:07,10812,Mercury Rev,All is Dream,63881-27106-2,Yes,,,,
10/10/2023 10:55:45,10813,Ryan Adams,Gold,MRNF-02142-2,No,,,,
10/10/2023 10:56:43,10814,The Strawberry Smell,Odorama,ROTZ 049,No,,,,
10/10/2023 10:57:17,10815,Erik Sanko,"Past Imperfect, Present Tense",TWA41CD,Yes,,,,
10/10/2023 10:57:44,10816,V/A,Mush Filmstrip (Frame `),SDW111-2,Yes,,,,
10/10/2023 10:58:07,10817,Mazarin,A Tall-Tale Storyline,spart 97,No,,,,
10/10/2023 10:58:32,10818,Gallygows,Give it to Her,RQTZ055,No,,,,
10/10/2023 10:59:15,10819,Crowns on 45,Not on the Menu,HC-010,No,,,,
10/10/2023 10:59:46,10820,Excelsior,Can We Get Some Satisfaction...,BS015,No,,,,
10/10/2023 11:00:08,10821,Oneida,Anthem of the Moon,JAG 38,Yes,,,,
10/10/2023 11:00:34,10822,Tricky Woo,Les Sables Magiques,TP-033CD,No,,,,
10/10/2023 11:01:20,10823,V/A,The Structure of Scientific Misconceptions,TOYO 678,Yes,,,,
10/10/2023 11:02:08,10824,Call and Response,Call and Response,emn 7044-2,No,,,,
10/10/2023 11:02:52,10825,The Real McKenzies,Loch'd & Loaded,DON 037-2,No,,,,
10/10/2023 11:03:19,10826,The Locust,Flight of the Wounded Locust,GSL41,No,,,,
10/10/2023 11:04:29,10829,The Gerbils,The Battle of Electricity,Orange Twin Records 006,Yes,,,,
10/10/2023 11:04:57,10830,S.I. Futures,The Mission Statement,3065-2,No,,,,
10/10/2023 11:05:38,10831,Phoenecia,Brownout,SCH 018-CD,No,,,,
10/10/2023 11:13:51,10832,Spiritualized,Let It Come Down,07822-14722-2,No,,,,
10/10/2023 11:14:23,10833,Rodney Jones,Soul Manifesto,72435 30499 2 8,No,,,,
10/11/2023 16:08:47,10834,Harper Lee,Train Not Stopping EP,matinee 032,No,,,,
10/11/2023 16:05:35,10835,Ninetynine,180 Degrees,radio4/patsy7,No,,,,
10/11/2023 16:07:00,10836,River City High,Won't Turn Down,bwr 0247/dog 085,No,,,,
10/11/2023 16:07:41,10837,Ester Drang,Goldenwest,btv037,No,,,,
10/11/2023 16:08:12,10838,Ben Folds,Rockin' the Suburbs,ek 61610,Yes,,,,
10/11/2023 16:00:43,10839,Death Cab for Cutie,The Photo Album,BARK 21PR,No,,,,
10/11/2023 15:59:58,10840,Tara Jane O'Neil,In the Sun Lines,qs 17 cd,No,,,,
10/11/2023 16:11:01,10841,V/A,Nuggets II: Vol. 2,R2 76787,No,,,,
10/11/2023 16:12:35,10843,Mahogany,Dream of a Modern Day,singe 23,No,,Promo CD,,
10/11/2023 16:15:56,10844,V/A,Follow Our Trax,PRO-CD-4557,No,Missing,No CD or front cover,,
10/11/2023 16:16:50,10845,The American Analog Set,The Fun of Watching Fireworks,ej04cd,No,,,,
10/11/2023 16:17:42,10846,V/A,Music from the Motion Picture,92760-2,No,,,,
10/11/2023 16:19:41,10847,Pure,Midge Ure,RCA 61010-2,No,,,,
10/11/2023 16:21:09,10848,Midge Ure,"Gold, Cold Heart",RDJ 62033-2,No,,,,
10/11/2023 16:21:58,10849,V/A,60 Great Jazz Classics Disc 4,524-17927,No,,,,
10/11/2023 16:23:02,10850,V/A,Ripe + Juicy: A Taste of the Elektra Entertainment Group,prcd 9186-2,No,,,,
10/11/2023 16:27:07,10852,V/A,Music from the Soundtrack: Valley Girl,R2 71590,No,,,,
10/11/2023 16:28:06,10853,V/A,Music from the Motion Picture: The Doom Generation,9 43063-2 american,No,,,,
10/11/2023 16:28:46,10854,V/A,Jazz: The First Half Century,66089-2,No,,,,
10/11/2023 16:29:43,10855,Inbred,Sounds of the San Joaquin Valley,FF002,No,,,,
10/11/2023 16:31:04,10856,V/A,The John Peel Sub Pop Sessions 1989-1993,SP255B,No,,,,
10/11/2023 16:31:40,10857,New Order,Get Ready,2A-89621-C,No,,,,
10/11/2023 16:32:31,10858,White Stripes,White Blood Cells,SFTRI 660,Yes,,,,
10/11/2023 16:38:22,10860,Music From the Powerpuff Girls,The City of Soundsville,R2 74330,No,,,,
10/11/2023 16:38:51,10861,Solex,Low Kick and Hard Bop,Ole 499-2,No,,,,
10/11/2023 16:45:22,10862,The Strokes,This Is It,RCA 07863 68045-2,No,,,,
10/11/2023 16:46:24,10863,Bethany Curve,You Brought Us Here,tUC074,No,,,,
10/11/2023 16:46:58,10864,Dymaxion,4 + 3 = 38:33,RM 012,No,,,,
